study,location,variety,rate_n_kgha,Date,W,N
Bohman,Minnesota,Umatilla,229.65627256750963,2019-06-26,1.848005222488378,6.002340844979267
Bohman,Minnesota,Clearwater,120.53124964947078,2019-07-11,3.6184638870202335,3.093094669288412
Bohman,Minnesota,Clearwater,207.4370217682139,2019-07-11,2.846156146293816,3.5991694857104735
Bohman,Minnesota,Clearwater,294.3427938869571,2019-07-11,3.32653230957991,4.2700906692410125
Bohman,Minnesota,Russet Burbank,120.53124964947078,2019-07-11,5.7422551018658865,2.53463006623096
Bohman,Minnesota,Russet Burbank,207.4370217682139,2019-07-11,5.695368301287725,3.15773786556181
Bohman,Minnesota,Russet Burbank,294.3427938869571,2019-07-11,5.793868549971498,3.8802063490813263
Bohman,Minnesota,Umatilla,120.53124964947078,2019-07-11,5.24601755727147,2.8150549349036433
Bohman,Minnesota,Umatilla,207.4370217682139,2019-07-11,5.350525037535327,3.3217852038712317
Bohman,Minnesota,Umatilla,294.3427938869571,2019-07-11,4.699314660708174,4.294533368380579
Bohman,Minnesota,Clearwater,126.25982943610518,2019-07-24,4.295690369460174,2.062905265146945
Bohman,Minnesota,Clearwater,230.10267385172517,2019-07-24,5.007844937061873,2.6646981083468027
Bohman,Minnesota,Clearwater,333.9455182673453,2019-07-24,5.188526959057214,3.396002340729734
Bohman,Minnesota,Russet Burbank,126.25982943610518,2019-07-24,8.526800513871876,1.716107635656601
Bohman,Minnesota,Russet Burbank,230.10267385172517,2019-07-24,8.008740498535023,2.343611416785619
Bohman,Minnesota,Russet Burbank,333.9455182673453,2019-07-24,9.011337123142136,2.7068165418224472
Bohman,Minnesota,Umatilla,126.25982943610518,2019-07-24,8.274033084567636,1.6832834767261313
Bohman,Minnesota,Umatilla,230.10267385172517,2019-07-24,8.23873134633831,2.196827752292148
Bohman,Minnesota,Umatilla,333.9455182673453,2019-07-24,7.43312970692178,3.0425670544052044
Bohman,Minnesota,Clearwater,126.87381216631364,2019-08-07,7.389771264914124,1.560396081284654
Bohman,Minnesota,Clearwater,253.7476243326271,2019-08-07,6.23627780585832,2.2148620189761106
Bohman,Minnesota,Clearwater,380.6214364989406,2019-08-07,6.531071558115066,2.603326691213904
Bohman,Minnesota,Russet Burbank,126.87381216631364,2019-08-07,12.222777946894613,1.418881277296503
Bohman,Minnesota,Russet Burbank,253.7476243326271,2019-08-07,10.839279728749863,1.7592735447772327
Bohman,Minnesota,Russet Burbank,380.6214364989406,2019-08-07,10.140809681830508,2.267777503479935
Bohman,Minnesota,Umatilla,126.87381216631364,2019-08-07,12.416875293712744,1.4445690442287606
Bohman,Minnesota,Umatilla,253.7476243326271,2019-08-07,10.897550535180518,1.8693842028009573
Bohman,Minnesota,Umatilla,380.6214364989406,2019-08-07,10.295959534069887,2.3618435220734546
Bohman,Minnesota,Clearwater,126.87381216631364,2019-09-16,12.14532367721723,0.9887654986516653
Bohman,Minnesota,Clearwater,253.7476243326271,2019-09-16,11.956092791086927,1.0393237550174792
Bohman,Minnesota,Clearwater,380.6214364989406,2019-09-16,11.899194101138704,1.5253760411614161
Bohman,Minnesota,Russet Burbank,126.87381216631364,2019-09-16,13.201008815304306,0.9629953462941055
Bohman,Minnesota,Russet Burbank,253.7476243326271,2019-09-16,13.316146980914251,1.1018386093465518
Bohman,Minnesota,Russet Burbank,380.6214364989406,2019-09-16,12.785891777934214,1.256250017408642
Bohman,Minnesota,Umatilla,126.87381216631364,2019-09-16,13.648763291628004,1.0476155987518274
Bohman,Minnesota,Umatilla,253.7476243326271,2019-09-16,13.19313379682434,1.1760604990053154
Bohman,Minnesota,Umatilla,380.6214364989406,2019-09-16,14.133299707750927,1.295737501729627
Bohman,Minnesota,Dakota Russet,118.51300561823997,2014-06-30,1.69979822925,3.555406869644768
Bohman,Minnesota,Dakota Russet,152.61896313487378,2014-06-30,1.702040707125,4.169863405002558
Bohman,Minnesota,Dakota Russet,186.7249206515076,2014-06-30,1.780975928325,4.494738032805625
Bohman,Minnesota,Dakota Russet,220.8308781681414,2014-06-30,2.025256518175,4.2815875061563755
Bohman,Minnesota,Dakota Russet,254.93683568477525,2014-06-30,1.3426462530249998,5.046861336497861
Bohman,Minnesota,Easton,118.51300561823997,2014-06-30,2.0254060167,3.215791117407492
Bohman,Minnesota,Easton,152.61896313487378,2014-06-30,1.7156450729000001,4.15294408120964
Bohman,Minnesota,Easton,186.7249206515076,2014-06-30,1.80564318495,3.823438157411607
Bohman,Minnesota,Easton,220.8308781681414,2014-06-30,1.6199660168999999,4.263823832296883
Bohman,Minnesota,Easton,254.93683568477525,2014-06-30,1.6908283177499999,4.164902021718298
Bohman,Minnesota,Russet Burbank,118.51300561823997,2014-06-30,1.931520943,3.705478471949932
Bohman,Minnesota,Russet Burbank,152.61896313487378,2014-06-30,1.5667445420000001,4.192174421476118
Bohman,Minnesota,Russet Burbank,186.7249206515076,2014-06-30,1.9431818279500002,3.1868350515455353
Bohman,Minnesota,Russet Burbank,220.8308781681414,2014-06-30,1.8812894386,4.50370780165978
Bohman,Minnesota,Russet Burbank,254.93683568477525,2014-06-30,2.6150281993,3.8920046609872316
Bohman,Minnesota,Dakota Russet,125.85783502907258,2014-07-15,5.0044153382457175,1.7680006543998363
Bohman,Minnesota,Dakota Russet,173.72641815932752,2014-07-15,4.979704692975145,2.3829402397365755
Bohman,Minnesota,Dakota Russet,221.59500128958248,2014-07-15,4.866270645638222,2.895627785296198
Bohman,Minnesota,Dakota Russet,269.4635844198374,2014-07-15,4.856599342926808,2.94368839332326
Bohman,Minnesota,Dakota Russet,317.3321675500924,2014-07-15,4.61041580717236,2.998059410835998
Bohman,Minnesota,Easton,125.85783502907258,2014-07-15,4.686680744381645,1.7408049838313775
Bohman,Minnesota,Easton,173.72641815932752,2014-07-15,4.907569493115775,2.0441542386662936
Bohman,Minnesota,Easton,221.59500128958248,2014-07-15,4.702288048138137,2.61140760106119
Bohman,Minnesota,Easton,269.4635844198374,2014-07-15,4.199038842033063,2.7720229985044016
Bohman,Minnesota,Easton,317.3321675500924,2014-07-15,4.750529661982325,3.0913979903618767
Bohman,Minnesota,Russet Burbank,125.85783502907258,2014-07-15,5.122179516613967,1.8467453130157125
Bohman,Minnesota,Russet Burbank,173.72641815932752,2014-07-15,5.096988173686885,2.1846002725175797
Bohman,Minnesota,Russet Burbank,221.59500128958248,2014-07-15,5.421293377838127,2.815493566111126
Bohman,Minnesota,Russet Burbank,269.4635844198374,2014-07-15,5.395161551684232,3.3905249487945235
Bohman,Minnesota,Russet Burbank,317.3321675500924,2014-07-15,6.829190798029833,3.1052892317386243
Bohman,Minnesota,Dakota Russet,127.14279212476549,2014-07-24,7.106341480371645,1.3350264525725253
Bohman,Minnesota,Dakota Russet,180.85660902050384,2014-07-24,7.176515486747415,1.6102666741935345
Bohman,Minnesota,Dakota Russet,234.5704259162422,2014-07-24,8.019251106756332,2.0257080847535613
Bohman,Minnesota,Dakota Russet,288.2842428119805,2014-07-24,6.7422191867488674,2.4709804689055317
Bohman,Minnesota,Dakota Russet,341.9980597077189,2014-07-24,7.63767906608209,2.5325514199341828
Bohman,Minnesota,Easton,127.14279212476549,2014-07-24,6.544984982447479,1.3340450794298335
Bohman,Minnesota,Easton,180.85660902050384,2014-07-24,8.618070257964566,1.3308927264307844
Bohman,Minnesota,Easton,234.5704259162422,2014-07-24,7.308200527319567,1.9810475679511128
Bohman,Minnesota,Easton,288.2842428119805,2014-07-24,6.684354235242362,2.379239843588877
Bohman,Minnesota,Easton,341.9980597077189,2014-07-24,8.069944861807233,2.6752002129579773
Bohman,Minnesota,Russet Burbank,127.14279212476549,2014-07-24,7.691785737374512,1.220388182349441
Bohman,Minnesota,Russet Burbank,180.85660902050384,2014-07-24,9.584817945939236,1.510098021608535
Bohman,Minnesota,Russet Burbank,234.5704259162422,2014-07-24,7.45387742874002,1.913376266473304
Bohman,Minnesota,Russet Burbank,288.2842428119805,2014-07-24,8.644374213246484,2.417071919651404
Bohman,Minnesota,Russet Burbank,341.9980597077189,2014-07-24,7.808606709368565,2.712444592373715
Bohman,Minnesota,Dakota Russet,127.14557850140764,2014-08-11,9.497132618015085,1.0227945278617716
Bohman,Minnesota,Dakota Russet,187.12209432206183,2014-08-11,10.22827524914352,1.1099209679155315
Bohman,Minnesota,Dakota Russet,247.09861014271604,2014-08-11,9.769025176679564,1.4810795141038149
Bohman,Minnesota,Dakota Russet,307.0751259633702,2014-08-11,10.358907216569138,1.8028581118241296
Bohman,Minnesota,Dakota Russet,367.0516417840244,2014-08-11,11.093898441029648,1.7533522490062259
Bohman,Minnesota,Easton,127.14557850140764,2014-08-11,9.73305938064171,0.9559440475629069
Bohman,Minnesota,Easton,187.12209432206183,2014-08-11,12.28895843385264,1.1048067239672261
Bohman,Minnesota,Easton,247.09861014271604,2014-08-11,12.524675827241012,1.3073077661424954
Bohman,Minnesota,Easton,307.0751259633702,2014-08-11,11.165259190581162,1.5316595412696963
Bohman,Minnesota,Easton,367.0516417840244,2014-08-11,11.93176177107399,1.6345247061853556
Bohman,Minnesota,Russet Burbank,127.14557850140764,2014-08-11,11.951758884698947,0.9273844678755551
Bohman,Minnesota,Russet Burbank,187.12209432206183,2014-08-11,11.664056835004159,1.1983923170481543
Bohman,Minnesota,Russet Burbank,247.09861014271604,2014-08-11,12.313546957543945,1.3685981188396887
Bohman,Minnesota,Russet Burbank,307.0751259633702,2014-08-11,12.030003722529047,1.662120931136165
Bohman,Minnesota,Russet Burbank,367.0516417840244,2014-08-11,13.351906757291145,2.059760659015122
Bohman,Minnesota,Dakota Russet,127.14557850140764,2014-08-26,10.98017604489808,0.9371812305911964
Bohman,Minnesota,Dakota Russet,187.60514658059628,2014-08-26,12.288234678547358,1.1434357226060174
Bohman,Minnesota,Dakota Russet,248.06471465978495,2014-08-26,11.347992700205603,1.3798290607719665
Bohman,Minnesota,Dakota Russet,308.52428273897357,2014-08-26,13.600312080777325,1.5132302161143627
Bohman,Minnesota,Dakota Russet,368.98385081816224,2014-08-26,10.733674445606562,1.6568305939916201
Bohman,Minnesota,Easton,127.14557850140764,2014-08-26,12.269122540020778,0.8581307248718265
Bohman,Minnesota,Easton,187.60514658059628,2014-08-26,14.534072145374033,0.9355222531812312
Bohman,Minnesota,Easton,248.06471465978495,2014-08-26,14.161764426672905,1.135427310179316
Bohman,Minnesota,Easton,308.52428273897357,2014-08-26,15.419743239338088,1.2939485882014323
Bohman,Minnesota,Easton,368.98385081816224,2014-08-26,14.700201461006682,1.3306035695122223
Bohman,Minnesota,Russet Burbank,127.14557850140764,2014-08-26,12.320588178647489,0.8205532749639286
Bohman,Minnesota,Russet Burbank,187.60514658059628,2014-08-26,14.346505940128473,0.9709723364703879
Bohman,Minnesota,Russet Burbank,248.06471465978495,2014-08-26,14.77151955302385,1.1052738179018615
Bohman,Minnesota,Russet Burbank,308.52428273897357,2014-08-26,13.014789631619182,1.322902926239784
Bohman,Minnesota,Russet Burbank,368.98385081816224,2014-08-26,15.54876786800324,1.6316429599812057
Bohman,Minnesota,Dakota Russet,127.14557850140764,2014-09-08,11.734311262771325,0.8454743515856673
Bohman,Minnesota,Dakota Russet,187.60514658059628,2014-09-08,12.986266244684053,1.0990780531341704
Bohman,Minnesota,Dakota Russet,248.06471465978495,2014-09-08,12.59614420507822,1.1972313091496796
Bohman,Minnesota,Dakota Russet,308.52428273897357,2014-09-08,11.118349204656882,1.3435641238399083
Bohman,Minnesota,Dakota Russet,368.98385081816224,2014-09-08,10.727722760323509,1.5232113925863846
Bohman,Minnesota,Easton,127.14557850140764,2014-09-08,11.944556003565301,0.89072716618062
Bohman,Minnesota,Easton,187.60514658059628,2014-09-08,13.205472839806811,0.8729676554584553
Bohman,Minnesota,Easton,248.06471465978495,2014-09-08,13.459027472363282,0.9636070477744367
Bohman,Minnesota,Easton,308.52428273897357,2014-09-08,15.005477414363352,1.328205078675984
Bohman,Minnesota,Easton,368.98385081816224,2014-09-08,13.7089617957533,1.0188070996570247
Bohman,Minnesota,Russet Burbank,127.14557850140764,2014-09-08,13.08401492690873,0.8861759439631247
Bohman,Minnesota,Russet Burbank,187.60514658059628,2014-09-08,16.116695289947394,0.8716101362855876
Bohman,Minnesota,Russet Burbank,248.06471465978495,2014-09-08,16.37458651362895,1.0334040860930649
Bohman,Minnesota,Russet Burbank,308.52428273897357,2014-09-08,13.87344491576538,1.1413804443216133
Bohman,Minnesota,Russet Burbank,368.98385081816224,2014-09-08,14.796141150100212,1.1568052139351543
Bohman,Minnesota,Dakota Russet,127.14557850140764,2014-09-15,9.935847475587563,0.9231927505197158
Bohman,Minnesota,Dakota Russet,187.60514658059628,2014-09-15,12.757199181499601,1.0360605083195313
Bohman,Minnesota,Dakota Russet,248.06471465978495,2014-09-15,13.20684321440539,1.1943059188273109
Bohman,Minnesota,Dakota Russet,308.52428273897357,2014-09-15,12.783927522395587,1.5087704719899802
Bohman,Minnesota,Dakota Russet,368.98385081816224,2014-09-15,12.899592847250545,1.4939929772401077
Bohman,Minnesota,Easton,127.14557850140764,2014-09-15,13.172931261449984,0.78200421759231
Bohman,Minnesota,Easton,187.60514658059628,2014-09-15,16.66862195247403,0.8390989917116366
Bohman,Minnesota,Easton,248.06471465978495,2014-09-15,16.528473590715976,1.0919299890080876
Bohman,Minnesota,Easton,308.52428273897357,2014-09-15,15.733731731928316,1.0852620480471646
Bohman,Minnesota,Easton,368.98385081816224,2014-09-15,16.064185126265865,1.2795047009669644
Bohman,Minnesota,Russet Burbank,127.14557850140764,2014-09-15,12.120582405933323,0.849960351190205
Bohman,Minnesota,Russet Burbank,187.60514658059628,2014-09-15,14.604122571148359,0.9070575629146775
Bohman,Minnesota,Russet Burbank,248.06471465978495,2014-09-15,14.535540224450461,1.05070152229454
Bohman,Minnesota,Russet Burbank,308.52428273897357,2014-09-15,13.779637038945928,1.1649505920378411
Bohman,Minnesota,Russet Burbank,368.98385081816224,2014-09-15,15.516873282755185,1.3017976261557223
Bohman,Minnesota,Dakota Russet,122.36689997598288,2015-06-23,2.88338195682957,3.1456612375034667
Bohman,Minnesota,Dakota Russet,167.5248804698457,2015-06-23,3.603134674021512,3.518516707299899
Bohman,Minnesota,Dakota Russet,212.6828609637085,2015-06-23,3.6799523431406773,4.106715614297549
Bohman,Minnesota,Dakota Russet,257.8408414575713,2015-06-23,3.3972643010619823,4.005984438440441
Bohman,Minnesota,Dakota Russet,302.99882195143414,2015-06-23,3.4879764877083734,4.29720945468579
Bohman,Minnesota,Easton,122.36689997598288,2015-06-23,2.789228529738824,3.5282117372588098
Bohman,Minnesota,Easton,167.5248804698457,2015-06-23,2.7065044632236086,4.309196727495094
Bohman,Minnesota,Easton,212.6828609637085,2015-06-23,2.946213304342201,4.230316163256919
Bohman,Minnesota,Easton,257.8408414575713,2015-06-23,2.8030580266757505,4.612936735890558
Bohman,Minnesota,Easton,302.99882195143414,2015-06-23,2.6775878028196445,4.8003215499220016
Bohman,Minnesota,Russet Burbank,122.36689997598288,2015-06-23,3.4997726525752753,3.1711160864234005
Bohman,Minnesota,Russet Burbank,167.5248804698457,2015-06-23,3.8206538307612288,3.9163856893170537
Bohman,Minnesota,Russet Burbank,212.6828609637085,2015-06-23,3.634409687488679,3.8614911297920766
Bohman,Minnesota,Russet Burbank,257.8408414575713,2015-06-23,3.5763328743726572,4.474203584946431
Bohman,Minnesota,Russet Burbank,302.99882195143414,2015-06-23,3.856672369971132,4.483958317136423
Bohman,Minnesota,Dakota Russet,122.36689997598288,2015-07-07,6.344487950915933,1.7544485948311628
Bohman,Minnesota,Dakota Russet,177.2574987219697,2015-07-07,6.931410535361183,2.071400572584186
Bohman,Minnesota,Dakota Russet,232.14809746795655,2015-07-07,6.751031415538135,2.5024397069145703
Bohman,Minnesota,Dakota Russet,287.03869621394335,2015-07-07,6.9714504087046905,2.695021359708301
Bohman,Minnesota,Dakota Russet,341.92929495993025,2015-07-07,6.386391667822858,3.198608425279458
Bohman,Minnesota,Easton,122.36689997598288,2015-07-07,7.137580316010053,1.7438587928330445
Bohman,Minnesota,Easton,177.2574987219697,2015-07-07,5.90444722983396,2.2533346648984898
Bohman,Minnesota,Easton,232.14809746795655,2015-07-07,5.4996494661236355,2.7007382271998353
Bohman,Minnesota,Easton,287.03869621394335,2015-07-07,6.10902387787762,3.08511697240535
Bohman,Minnesota,Easton,341.92929495993025,2015-07-07,6.527697856663107,3.2549984591323966
Bohman,Minnesota,Russet Burbank,122.36689997598288,2015-07-07,7.718388971446537,1.7630740229275792
Bohman,Minnesota,Russet Burbank,177.2574987219697,2015-07-07,8.7014073251616,1.9291485499284686
Bohman,Minnesota,Russet Burbank,232.14809746795655,2015-07-07,8.925967485725312,2.3355926092048818
Bohman,Minnesota,Russet Burbank,287.03869621394335,2015-07-07,7.28075009596746,2.8667287735012703
Bohman,Minnesota,Russet Burbank,341.92929495993025,2015-07-07,7.494963684907955,2.9634968084312567
Bohman,Minnesota,Dakota Russet,122.36689997598288,2015-07-21,8.86270786216338,1.4360984253115638
Bohman,Minnesota,Dakota Russet,181.37503696852855,2015-07-21,9.92827091124679,1.4677899955584464
Bohman,Minnesota,Dakota Russet,240.38317396107422,2015-07-21,9.317075825593044,1.9130459634701713
Bohman,Minnesota,Dakota Russet,299.3913109536199,2015-07-21,9.78433192602847,1.7678842207195935
Bohman,Minnesota,Dakota Russet,358.3994479461656,2015-07-21,9.512873702698164,2.121220527848245
Bohman,Minnesota,Easton,122.36689997598288,2015-07-21,8.64647084589619,1.1527205773050775
Bohman,Minnesota,Easton,181.37503696852855,2015-07-21,9.773050195902698,1.5021562842306826
Bohman,Minnesota,Easton,240.38317396107422,2015-07-21,8.626900591991586,1.5825035818060684
Bohman,Minnesota,Easton,299.3913109536199,2015-07-21,7.9353737013679035,2.457289400853417
Bohman,Minnesota,Easton,358.3994479461656,2015-07-21,11.911174176636347,2.4614549806169226
Bohman,Minnesota,Russet Burbank,122.36689997598288,2015-07-21,11.080417806863665,1.1624082608726785
Bohman,Minnesota,Russet Burbank,181.37503696852855,2015-07-21,11.73522663525987,1.450934423293887
Bohman,Minnesota,Russet Burbank,240.38317396107422,2015-07-21,11.83285683356441,1.513610097646062
Bohman,Minnesota,Russet Burbank,299.3913109536199,2015-07-21,10.422786150207962,NA
Bohman,Minnesota,Russet Burbank,358.3994479461656,2015-07-21,9.503919631386267,1.6644356561986493
Bohman,Minnesota,Dakota Russet,122.36689997598288,2015-08-04,14.906001959479003,1.0180826278375188
Bohman,Minnesota,Dakota Russet,181.5278482728195,2015-08-04,12.896473181354242,1.2924615392928889
Bohman,Minnesota,Dakota Russet,240.68879656965612,2015-08-04,12.485810676339865,1.6396393075809563
Bohman,Minnesota,Dakota Russet,299.84974486649276,2015-08-04,13.017686710849262,1.7431405117779057
Bohman,Minnesota,Dakota Russet,359.0106931633294,2015-08-04,13.060208602797063,1.8166545663237308
Bohman,Minnesota,Easton,122.36689997598288,2015-08-04,14.158217497737407,1.049803631065807
Bohman,Minnesota,Easton,181.5278482728195,2015-08-04,12.882622159822818,1.439247764628901
Bohman,Minnesota,Easton,240.68879656965612,2015-08-04,12.84775571084193,1.3450547168832254
Bohman,Minnesota,Easton,299.84974486649276,2015-08-04,15.28710337059701,1.620850093976724
